Kind,Name,CountClassCoupled,PercentLackOfCohesion,CountClassBase,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountOutput,MaxInheritanceTree
Public Function,"MiniDisassembler::ProcessPrefixes",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"MiniDisassembler::ProcessSib",,,,,,,,,,,,,,,,,,,,,1,
Class,"MissingInCPPOK",1,0,0,0,,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,,0
Function,"MockColorChooser",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"MockConstraints::verifyConstraints",,,,,,,,,,,,,,,,,,,,,7,
Public Function,"MockConstraints::verifyConstraints",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"MockConstraints::verifyConstraints",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"MockSpellCheck::MockSpellCheck",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"MockSpellCheck::fillSuggestionList",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"MockSpellCheck::hasInCache",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"MockSpellCheck::initializeIfNeeded",,,,,,,,,,,,,,,,,,,,,6,
Public Function,"MockSpellCheck::isMultiWordMisspelling",,,,,,,,,,,,,,,,,,,,,4,
Public Function,"MockSpellCheck::spellCheckWord",,,,,,,,,,,,,,,,,,,,,18,
Public Function,"MockSpellCheck::~MockSpellCheck",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"MockWebAudioDevice::MockWebAudioDevice",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"MockWebAudioDevice::MockWebAudioDevice",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"MockWebAudioDevice::sampleRate",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"MockWebAudioDevice::start",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"MockWebAudioDevice::stop",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"MockWebAudioDevice::~MockWebAudioDevice",,,,,,,,,,,,,,,,,,,,,1,
Function,"MockWebMIDIAccessor",,,,,,,,,,,,,,,,,,,,,1,
Function,"MockWebMediaStreamCenter",,,,,,,,,,,,,,,,,,,,,1,
Function,"MockWebRTCDTMFSenderHandler",,,,,,,,,,,,,,,,,,,,,1,
Function,"MockWebRTCDataChannelHandler",,,,,,,,,,,,,,,,,,,,,1,
Function,"MockWebRTCPeerConnectionHandler",,,,,,,,,,,,,,,,,,,,,1,
Function,"MockWebRTCPeerConnectionHandler",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"MockWebSpeechRecognizer::MockWebSpeechRecognizer",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"MockWebSpeechRecognizer::abort",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"MockWebSpeechRecognizer::addMockResult",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"MockWebSpeechRecognizer::clearTaskQueue",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"MockWebSpeechRecognizer::setDelegate",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"MockWebSpeechRecognizer::setError",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"MockWebSpeechRecognizer::start",,,,,,,,,,,,,,,,,,,,,6,
Public Function,"MockWebSpeechRecognizer::startTaskQueue",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"MockWebSpeechRecognizer::stop",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"MockWebSpeechRecognizer::~MockWebSpeechRecognizer",,,,,,,,,,,,,,,,,,,,,2,
Class,"NPDeallocateCalledBeforeNPShutdown",0,0,1,0,,1,0,,3,0,0,0,0,4,47,0,0,3,0,1,,1
Public Function,"NPDeallocateCalledBeforeNPShutdown::NPDeallocateCalledBeforeNPShutdown",,,,,,,,,,,,,,,,,,,,,1,
Private Virtual Function,"NPDeallocateCalledBeforeNPShutdown::NPP_GetValue",,,,,,,,,,,,,,,,,,,,,3,
Private Virtual Function,"NPDeallocateCalledBeforeNPShutdown::NPP_New",,,,,,,,,,,,,,,,,,,,,2,
Private Class,"NPDeallocateCalledBeforeNPShutdown::ScriptableObject",1,0,1,0,,0,0,,3,0,0,0,0,3,3,0,0,0,0,2,,1
Public Function,"NPDeallocateCalledBeforeNPShutdown::ScriptableObject::getProperty",,,,,,,,,,,,,,,,,,,,,5,
Public Function,"NPDeallocateCalledBeforeNPShutdown::ScriptableObject::hasProperty",,,,,,,,,,,,,,,,,,,,,3,
Private Class,"NPDeallocateCalledBeforeNPShutdown::TestObject",0,0,1,0,,0,0,,2,0,0,0,0,2,2,0,0,0,0,1,,1
Public Virtual Function,"NPDeallocateCalledBeforeNPShutdown::TestObject::~TestObject",,,,,,,,,,,,,,,,,,,,,2,
Private Static Function,"NPDeallocateCalledBeforeNPShutdown::shutdown",,,,,,,,,,,,,,,,,,,,,1,
Function,"NPN_CreateObject",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_DestroyStream",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_Enumerate",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_Evaluate",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_ForceRedraw",,,,,,,,,,,,,,,,,,,,,2,
Function,"NPN_GetIntIdentifier",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_GetJavaEnv",,,,,,,,,,,,,,,,,,,,,3,
Function,"NPN_GetJavaPeer",,,,,,,,,,,,,,,,,,,,,3,
Function,"NPN_GetProperty",,,,,,,,,,,,,,,,,,,,,3,
Function,"NPN_GetStringIdentifier",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_GetStringIdentifiers",,,,,,,,,,,,,,,,,,,,,2,
Function,"NPN_GetURL",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_GetURLNotify",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_GetValue",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_HasMethod",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_HasProperty",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_IdentifierIsString",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_IntFromIdentifier",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_InvalidateRect",,,,,,,,,,,,,,,,,,,,,2,
Function,"NPN_InvalidateRegion",,,,,,,,,,,,,,,,,,,,,2,
Function,"NPN_Invoke",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_InvokeDefault",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_MemAlloc",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_MemFlush",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_MemFree",,,,,,,,,,,,,,,,,,,,,2,
Function,"NPN_NewStream",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_PopPopupsEnabledState",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_PostURL",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_PostURLNotify",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_PushPopupsEnabledState",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_ReleaseObject",,,,,,,,,,,,,,,,,,,,,2,
Function,"NPN_ReleaseVariantValue",,,,,,,,,,,,,,,,,,,,,2,
Function,"NPN_ReloadPlugins",,,,,,,,,,,,,,,,,,,,,2,
Function,"NPN_RemoveProperty",,,,,,,,,,,,,,,,,,,,,3,
Function,"NPN_RequestRead",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_RetainObject",,,,,,,,,,,,,,,,,,,,,3,
Function,"NPN_SetException",,,,,,,,,,,,,,,,,,,,,2,
Function,"NPN_SetProperty",,,,,,,,,,,,,,,,,,,,,3,
Function,"NPN_SetValue",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_Status",,,,,,,,,,,,,,,,,,,,,2,
Function,"NPN_UTF8FromIdentifier",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_UserAgent",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPN_Version",,,,,,,,,,,,,,,,,,,,,8,
Function,"NPN_Write",,,,,,,,,,,,,,,,,,,,,4,
Public Function,"NPPEntryPointManager::NPPEntryPointManager",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"NPPEntryPointManager::NPPEntryPointManager",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"NPPEntryPointManager::callNPP_Destroy",,,,,,,,,,,,,,,,,,,,,6,
Public Function,"NPPEntryPointManager::callNPP_Destroy",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"NPPEntryPointManager::callNPP_DestroyStream",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"NPPEntryPointManager::callNPP_DestroyStream",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"NPPEntryPointManager::callNPP_GetValue",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"NPPEntryPointManager::callNPP_GetValue",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"NPPEntryPointManager::callNPP_HandleEvent",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"NPPEntryPointManager::callNPP_HandleEvent",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"NPPEntryPointManager::callNPP_New",,,,,,,,,,,,,,,,,,,,,6,
Public Function,"NPPEntryPointManager::callNPP_New",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"NPPEntryPointManager::callNPP_NewStream",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"NPPEntryPointManager::callNPP_NewStream",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"NPPEntryPointManager::callNPP_Print",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"NPPEntryPointManager::callNPP_Print",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"NPPEntryPointManager::callNPP_SetValue",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"NPPEntryPointManager::callNPP_SetValue",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"NPPEntryPointManager::callNPP_SetWindow",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"NPPEntryPointManager::callNPP_SetWindow",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"NPPEntryPointManager::callNPP_StreamAsFile",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"NPPEntryPointManager::callNPP_StreamAsFile",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"NPPEntryPointManager::callNPP_URLNotify",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"NPPEntryPointManager::callNPP_URLNotify",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"NPPEntryPointManager::callNPP_Write",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"NPPEntryPointManager::callNPP_Write",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"NPPEntryPointManager::callNPP_WriteReady",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"NPPEntryPointManager::callNPP_WriteReady",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"NPPEntryPointManager::callNP_Shutdown",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"NPPEntryPointManager::callNP_Shutdown",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"NPPEntryPointManager::callNP_ShutdownAll",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"NPPEntryPointManager::callNP_ShutdownAll",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"NPPEntryPointManager::createEntryPointsForPlugin",,,,,,,,,,,,,,,,,,,,,21,
Public Function,"NPPEntryPointManager::createEntryPointsForPlugin",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"NPPEntryPointManager::findEntryPointsForInstance",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"NPPEntryPointManager::findEntryPointsForPlugin",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"NPPEntryPointManager::findEntryPointsForPlugin",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"NPPEntryPointManager::removeEntryPointsForPlugin",,,,,,,,,,,,,,,,,,,,,4,
Public Function,"NPPEntryPointManager::removeEntryPointsForPlugin",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"NPPEntryPointManager::~NPPEntryPointManager",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"NPPEntryPointManager::~NPPEntryPointManager",,,,,,,,,,,,,,,,,,,,,1,
Class,"NPPNewFails",0,0,1,0,,0,0,,2,0,0,0,0,2,45,0,0,1,0,1,,1
Public Function,"NPPNewFails::NPPNewFails",,,,,,,,,,,,,,,,,,,,,1,
Private Virtual Function,"NPPNewFails::NPP_New",,,,,,,,,,,,,,,,,,,,,1,
Class,"NPPSetWindowCalledDuringDestruction",0,46,1,0,,0,0,,5,3,3,0,0,5,48,0,0,3,0,2,,1
Public Function,"NPPSetWindowCalledDuringDestruction::NPPSetWindowCalledDuringDestruction",,,,,,,,,,,,,,,,,,,,,4,
Private Virtual Function,"NPPSetWindowCalledDuringDestruction::NPP_Destroy",,,,,,,,,,,,,,,,,,,,,2,
Private Virtual Function,"NPPSetWindowCalledDuringDestruction::NPP_GetValue",,,,,,,,,,,,,,,,,,,,,3,
Private Virtual Function,"NPPSetWindowCalledDuringDestruction::NPP_SetWindow",,,,,,,,,,,,,,,,,,,,,4,
Private Struct,"NPPSetWindowCalledDuringDestruction::ScriptObject",1,0,1,0,,0,0,,3,0,0,0,0,3,3,0,0,0,0,2,,1
Public Function,"NPPSetWindowCalledDuringDestruction::ScriptObject::hasMethod",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"NPPSetWindowCalledDuringDestruction::ScriptObject::invoke",,,,,,,,,,,,,,,,,,,,,5,
Public Function,"NPPSetWindowCalledDuringDestruction::setWillBeDestroyed",,,,,,,,,,,,,,,,,,,,,1,
Function,"NPP_Destroy",,,,,,,,,,,,,,,,,,,,,7,
Function,"NPP_Destroy",,,,,,,,,,,,,,,,,,,,,7,
Function,"NPP_DestroyStream",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPP_DestroyStream",,,,,,,,,,,,,,,,,,,,,11,
Function,"NPP_GetJavaClass",,,,,,,,,,,,,,,,,,,,,3,
Function,"NPP_GetValue",,,,,,,,,,,,,,,,,,,,,3,
Function,"NPP_GetValue",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPP_HandleEvent",,,,,,,,,,,,,,,,,,,,,2,
Function,"NPP_HandleEvent",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPP_New",,,,,,,,,,,,,,,,,,,,,57,
Function,"NPP_New",,,,,,,,,,,,,,,,,,,,,33,
Function,"NPP_NewStream",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPP_NewStream",,,,,,,,,,,,,,,,,,,,,6,
Function,"NPP_Print",,,,,,,,,,,,,,,,,,,,,0,
Function,"NPP_Print",,,,,,,,,,,,,,,,,,,,,2,
Function,"NPP_SetValue",,,,,,,,,,,,,,,,,,,,,2,
Function,"NPP_SetValue",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPP_SetWindow",,,,,,,,,,,,,,,,,,,,,9,
Function,"NPP_SetWindow",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPP_StreamAsFile",,,,,,,,,,,,,,,,,,,,,0,
Function,"NPP_StreamAsFile",,,,,,,,,,,,,,,,,,,,,2,
Function,"NPP_URLNotify",,,,,,,,,,,,,,,,,,,,,3,
Function,"NPP_URLNotify",,,,,,,,,,,,,,,,,,,,,2,
Function,"NPP_Write",,,,,,,,,,,,,,,,,,,,,4,
Function,"NPP_Write",,,,,,,,,,,,,,,,,,,,,2,
Function,"NPP_WriteReady",,,,,,,,,,,,,,,,,,,,,2,
Function,"NPP_WriteReady",,,,,,,,,,,,,,,,,,,,,4,
Class,"NPRuntimeCallsWithNullNPP",1,0,1,0,,0,0,,2,0,0,0,0,2,45,0,0,1,0,1,,1
Private Virtual Function,"NPRuntimeCallsWithNullNPP::NPP_New",,,,,,,,,,,,,,,,,,,,,10,
Public Function,"NPRuntimeCallsWithNullNPP::NPRuntimeCallsWithNullNPP",,,,,,,,,,,,,,,,,,,,,1,
Class,"NPRuntimeObjectFromDestroyedPlugin",0,0,1,0,,0,0,,2,0,0,0,0,2,45,0,0,1,0,1,,1
Private Virtual Function,"NPRuntimeObjectFromDestroyedPlugin::NPP_GetValue",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"NPRuntimeObjectFromDestroyedPlugin::NPRuntimeObjectFromDestroyedPlugin",,,,,,,,,,,,,,,,,,,,,1,
Private Class,"NPRuntimeObjectFromDestroyedPlugin::ScriptableObject",1,0,1,0,,0,0,,5,0,0,0,0,5,5,0,0,0,0,4,,1
Public Function,"NPRuntimeObjectFromDestroyedPlugin::ScriptableObject::getProperty",,,,,,,,,,,,,,,,,,,,,5,
Public Function,"NPRuntimeObjectFromDestroyedPlugin::ScriptableObject::hasMethod",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"NPRuntimeObjectFromDestroyedPlugin::ScriptableObject::hasProperty",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"NPRuntimeObjectFromDestroyedPlugin::ScriptableObject::invoke",,,,,,,,,,,,,,,,,,,,,6,
Private Class,"NPRuntimeObjectFromDestroyedPlugin::TestObject",0,0,1,0,,0,0,,1,0,0,0,0,1,1,0,0,0,0,0,,1
Class,"NPRuntimeRemoveProperty",0,0,1,0,,0,0,,2,0,0,0,0,2,45,0,0,1,0,1,,1
Private Virtual Function,"NPRuntimeRemoveProperty::NPP_GetValue",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"NPRuntimeRemoveProperty::NPRuntimeRemoveProperty",,,,,,,,,,,,,,,,,,,,,1,
Private Struct,"NPRuntimeRemoveProperty::PluginObject",1,57,1,0,,0,0,,7,1,1,0,0,7,7,0,0,0,0,6,,1
Public Function,"NPRuntimeRemoveProperty::PluginObject::PluginObject",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"NPRuntimeRemoveProperty::PluginObject::getProperty",,,,,,,,,,,,,,,,,,,,,8,
Public Function,"NPRuntimeRemoveProperty::PluginObject::hasMethod",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"NPRuntimeRemoveProperty::PluginObject::hasProperty",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"NPRuntimeRemoveProperty::PluginObject::invoke",,,,,,,,,,,,,,,,,,,,,13,
Public Virtual Function,"NPRuntimeRemoveProperty::PluginObject::~PluginObject",,,,,,,,,,,,,,,,,,,,,3,
Private Struct,"NPRuntimeRemoveProperty::TestObject",0,40,1,0,,0,0,,5,1,1,0,0,5,5,0,0,0,0,4,,1
Public Function,"NPRuntimeRemoveProperty::TestObject::TestObject",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"NPRuntimeRemoveProperty::TestObject::getProperty",,,,,,,,,,,,,,,,,,,,,9,
Public Function,"NPRuntimeRemoveProperty::TestObject::hasProperty",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"NPRuntimeRemoveProperty::TestObject::removeProperty",,,,,,,,,,,,,,,,,,,,,2,
Function,"NP_GetEntryPoints",,,,,,,,,,,,,,,,,,,,,22,
Function,"NP_GetEntryPoints",,,,,,,,,,,,,,,,,,,,,19,
Function,"NP_Initialize",,,,,,,,,,,,,,,,,,,,,55,
Function,"NP_Initialize",,,,,,,,,,,,,,,,,,,,,5,
Function,"NP_Shutdown",,,,,,,,,,,,,,,,,,,,,7,
Function,"NP_Shutdown",,,,,,,,,,,,,,,,,,,,,2,
Function,"NewLogger",,,,,,,,,,,,,,,,,,,,,2,
Class,"NullNPPGetValuePointer",0,33,1,0,,0,0,,3,1,1,0,0,3,46,0,0,2,0,1,,1
Private Virtual Function,"NullNPPGetValuePointer::NPP_Destroy",,,,,,,,,,,,,,,,,,,,,2,
Private Virtual Function,"NullNPPGetValuePointer::NPP_GetValue",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"NullNPPGetValuePointer::NullNPPGetValuePointer",,,,,,,,,,,,,,,,,,,,,3,
Class,"PKCS12InitSingleton",0,0,0,0,,0,0,,1,0,0,0,0,1,1,0,0,0,0,1,,0
Public Function,"PKCS12InitSingleton::PKCS12InitSingleton",,,,,,,,,,,,,,,,,,,,,4,
Class,"PassDifferentNPPStruct",0,0,1,0,,0,0,,2,1,1,0,0,2,45,0,0,1,0,1,,1
Private Virtual Function,"PassDifferentNPPStruct::NPP_SetWindow",,,,,,,,,,,,,,,,,,,,,5,
Public Function,"PassDifferentNPPStruct::PassDifferentNPPStruct",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Path::Path",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Path::addPathInArg",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Path::invalidPath",,,,,,,,,,,,,,,,,,,,,0,
Public Const Function,"Path::make",,,,,,,,,,,,,,,,,,,,,7,
Public Function,"Path::makePath",,,,,,,,,,,,,,,,,,,,,8,
Public Const Function,"Path::resolve",,,,,,,,,,,,,,,,,,,,,8,
Public Const Function,"Path::resolve",,,,,,,,,,,,,,,,,,,,,8,
Public Function,"PathArgument::PathArgument",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"PathArgument::PathArgument",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"PathArgument::PathArgument",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"PathArgument::PathArgument",,,,,,,,,,,,,,,,,,,,,2,
Function,"PauseDlgProc",,,,,,,,,,,,,,,,,,,,,4,
Function,"PickupDirectory",,,,,,,,,,,,,,,,,,,,,4,
Public Function,"PluginEntryPointList::PluginEntryPointList",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"PluginEntryPointList::~PluginEntryPointList",,,,,,,,,,,,,,,,,,,,,1,
Class,"PluginScriptableNPObjectInvokeDefault",0,0,1,0,,0,0,,2,0,0,0,0,2,45,0,0,1,0,1,,1
Private Struct,"PluginScriptableNPObjectInvokeDefault::NPObjectWithInvokeDefault",0,0,1,0,,0,0,,2,0,0,0,0,2,2,0,0,0,0,1,,1
Public Function,"PluginScriptableNPObjectInvokeDefault::NPObjectWithInvokeDefault::invokeDefault",,,,,,,,,,,,,,,,,,,,,2,
Private Struct,"PluginScriptableNPObjectInvokeDefault::NPObjectWithoutInvokeDefault",0,0,1,0,,0,0,,1,0,0,0,0,1,1,0,0,0,0,0,,1
Private Virtual Function,"PluginScriptableNPObjectInvokeDefault::NPP_GetValue",,,,,,,,,,,,,,,,,,,,,5,
Public Function,"PluginScriptableNPObjectInvokeDefault::PluginScriptableNPObjectInvokeDefault",,,,,,,,,,,,,,,,,,,,,1,
Class,"PluginScriptableObjectOverridesAllProperties",0,0,1,0,,0,0,,2,0,0,0,0,2,45,0,0,1,0,1,,1
Private Virtual Function,"PluginScriptableObjectOverridesAllProperties::NPP_GetValue",,,,,,,,,,,,,,,,,,,,,3,
Private Class,"PluginScriptableObjectOverridesAllProperties::PluginObject",0,0,1,0,,0,0,,5,0,0,0,0,5,5,0,0,0,0,4,,1
Public Function,"PluginScriptableObjectOverridesAllProperties::PluginObject::PluginObject",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"PluginScriptableObjectOverridesAllProperties::PluginObject::getProperty",,,,,,,,,,,,,,,,,,,,,7,
Public Function,"PluginScriptableObjectOverridesAllProperties::PluginObject::hasProperty",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"PluginScriptableObjectOverridesAllProperties::PluginObject::~PluginObject",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"PluginScriptableObjectOverridesAllProperties::PluginScriptableObjectOverridesAllProperties",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"PluginTest::NPN_CreateObject",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"PluginTest::NPN_GetIntIdentifier",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"PluginTest::NPN_GetProperty",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"PluginTest::NPN_GetStringIdentifier",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"PluginTest::NPN_GetURL",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"PluginTest::NPN_GetURLNotify",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"PluginTest::NPN_GetValue",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"PluginTest::NPN_IdentifierIsString",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"PluginTest::NPN_IntFromIdentifier",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"PluginTest::NPN_InvalidateRect",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"PluginTest::NPN_Invoke",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"PluginTest::NPN_MemAlloc",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"PluginTest::NPN_ReleaseObject",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"PluginTest::NPN_ReleaseVariantValue",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"PluginTest::NPN_RemoveProperty",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"PluginTest::NPN_RetainObject",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"PluginTest::NPN_UTF8FromIdentifier",,,,,,,,,,,,,,,,,,,,,2,
Public Virtual Function,"PluginTest::NPP_Destroy",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"PluginTest::NPP_DestroyStream",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"PluginTest::NPP_GetValue",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"PluginTest::NPP_HandleEvent",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"PluginTest::NPP_New",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"PluginTest::NPP_NewStream",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"PluginTest::NPP_SetValue",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"PluginTest::NPP_SetWindow",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"PluginTest::NPP_URLNotify",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"PluginTest::NPP_Write",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"PluginTest::NPP_WriteReady",,,,,,,,,,,,,,,,,,,,,1,
Public Static Function,"PluginTest::NP_Shutdown",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"PluginTest::PluginTest",,,,,,,,,,,,,,,,,,,,,4,
Public Function,"PluginTest::create",,,,,,,,,,,,,,,,,,,,,4,
Private Static Function,"PluginTest::createTestFunctions",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"PluginTest::executeScript",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"PluginTest::executeScript",,,,,,,,,,,,,,,,,,,,,5,
Public Static Function,"PluginTest::indicateTestFailure",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"PluginTest::log",,,,,,,,,,,,,,,,,,,,,3,
Protected Static Function,"PluginTest::netscapeFuncs",,,,,,,,,,,,,,,,,,,,,1,
Protected Function,"PluginTest::notifyDone",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"PluginTest::registerCreateTestFunction",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"PluginTest::registerNPShutdownFunction",,,,,,,,,,,,,,,,,,,,,2,
Protected Function,"PluginTest::waitUntilDone",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"PluginTest::~PluginTest",,,,,,,,,,,,,,,,,,,,,1,
