release,class_path,cbo,lcom
32,D:\6611\chromium\32\src\tools\clang\empty_string\EmptyStringConverter.cpp,5,0
32,D:\6611\chromium\32\src\tools\clang\empty_string\EmptyStringConverter.cpp,5,0
