release,class_path,cbo,lcom
33,D:\6611\chromium\33\src\tools\clang\empty_string\EmptyStringConverter.cpp,5,0
33,D:\6611\chromium\33\src\tools\clang\empty_string\EmptyStringConverter.cpp,5,0
