release,class_path,cbo,lcom
30,D:\6611\chromium\30\src\tools\clang\plugins\ChromeClassTester.cpp,-1,-1
30,D:\6611\chromium\30\src\tools\clang\empty_string\EmptyStringConverter.cpp,5,0
30,D:\6611\chromium\30\src\tools\clang\empty_string\EmptyStringConverter.cpp,5,0
