release,class_path,cbo,lcom
31,D:\6611\chromium\31\src\tools\clang\empty_string\EmptyStringConverter.cpp,5,0
31,D:\6611\chromium\31\src\tools\clang\empty_string\EmptyStringConverter.cpp,5,0
